shift_log_id,machine_id,shift_start,shift_type,planned_time_min,operating_time_min,downtime_min,downtime_reason,total_units,good_units,defective_units
SFT_01040,MCH_L2_04,2023-12-13 16:00:00,Shift C (Night),480,471,9,Tool Breakdown,879,856,23
SFT_01041,MCH_L3_02,2023-12-14 00:00:00,Shift A (Morning),480,480,0,None,882,847,35
SFT_01042,MCH_L1_01,2023-12-14 08:00:00,Shift B (Evening),480,450,30,Tool Breakdown,823,803,20
SFT_01043,MCH_L2_01,2023-12-14 16:00:00,Shift C (Night),480,480,0,None,907,892,15
SFT_01044,MCH_L1_03,2023-12-15 00:00:00,Shift A (Morning),480,480,0,None,848,837,11
SFT_01045,MCH_L3_02,2023-12-15 08:00:00,Shift B (Evening),480,480,0,None,891,863,28
SFT_01046,MCH_L3_01,2023-12-15 16:00:00,Shift C (Night),480,480,0,None,924,881,43
SFT_01047,MCH_L3_04,2023-12-16 00:00:00,Shift A (Morning),480,480,0,None,895,885,10
SFT_01048,MCH_L3_05,2023-12-16 08:00:00,Shift B (Evening),480,480,0,None,874,840,34
SFT_01049,MCH_L3_05,2023-12-16 16:00:00,Shift C (Night),480,480,0,None,885,874,11
SFT_01050,MCH_L3_01,2023-12-17 00:00:00,Shift A (Morning),480,480,0,None,855,819,36
SFT_01051,MCH_L3_03,2023-12-17 08:00:00,Shift B (Evening),480,480,0,None,887,846,41
SFT_01052,MCH_L2_01,2023-12-17 16:00:00,Shift C (Night),480,465,15,Material Starvation,827,787,40
SFT_01053,MCH_L1_05,2023-12-18 00:00:00,Shift A (Morning),480,480,0,None,918,879,39
SFT_01054,MCH_L2_03,2023-12-18 08:00:00,Shift B (Evening),480,480,0,None,867,858,9
SFT_01055,MCH_L1_02,2023-12-18 16:00:00,Shift C (Night),480,251,229,Material Starvation,450,432,18
SFT_01056,MCH_L2_04,2023-12-19 00:00:00,Shift A (Morning),480,480,0,None,860,848,12
SFT_01057,MCH_L2_03,2023-12-19 08:00:00,Shift B (Evening),480,480,0,None,937,903,34
SFT_01058,MCH_L3_02,2023-12-19 16:00:00,Shift C (Night),480,475,5,Material Starvation,855,820,35
SFT_01059,MCH_L1_04,2023-12-20 00:00:00,Shift A (Morning),480,458,22,Material Starvation,819,807,12
SFT_01060,MCH_L2_04,2023-12-20 08:00:00,Shift B (Evening),480,480,0,None,875,864,11
SFT_01061,MCH_L2_05,2023-12-20 16:00:00,Shift C (Night),480,480,0,None,907,898,9
SFT_01062,MCH_L3_04,2023-12-21 00:00:00,Shift A (Morning),480,480,0,None,871,833,38
SFT_01063,MCH_L3_02,2023-12-21 08:00:00,Shift B (Evening),480,480,0,None,924,894,30
SFT_01064,MCH_L1_04,2023-12-21 16:00:00,Shift C (Night),480,480,0,None,848,838,10
SFT_01065,MCH_L3_04,2023-12-22 00:00:00,Shift A (Morning),480,469,11,Calibration Lag,856,823,33
SFT_01066,MCH_L2_05,2023-12-22 08:00:00,Shift B (Evening),480,480,0,None,880,861,19
SFT_01067,MCH_L3_05,2023-12-22 16:00:00,Shift C (Night),480,480,0,None,881,838,43
SFT_01068,MCH_L1_02,2023-12-23 00:00:00,Shift A (Morning),480,480,0,None,850,841,9
SFT_01069,MCH_L2_04,2023-12-23 08:00:00,Shift B (Evening),480,480,0,None,861,840,21
SFT_01070,MCH_L2_01,2023-12-23 16:00:00,Shift C (Night),480,426,54,Material Starvation,791,769,22
SFT_01071,MCH_L3_01,2023-12-24 00:00:00,Shift A (Morning),480,410,70,Calibration Lag,755,748,7
SFT_01072,MCH_L1_04,2023-12-24 08:00:00,Shift B (Evening),480,480,0,None,892,880,12
SFT_01073,MCH_L3_04,2023-12-24 16:00:00,Shift C (Night),480,480,0,None,872,846,26
SFT_01074,MCH_L3_03,2023-12-25 00:00:00,Shift A (Morning),480,480,0,None,866,852,14
SFT_01075,MCH_L2_01,2023-12-25 08:00:00,Shift B (Evening),480,480,0,None,846,834,12
SFT_01076,MCH_L2_04,2023-12-25 16:00:00,Shift C (Night),480,315,165,Calibration Lag,591,568,23
SFT_01077,MCH_L3_01,2023-12-26 00:00:00,Shift A (Morning),480,480,0,None,880,838,42
SFT_01078,MCH_L3_02,2023-12-26 08:00:00,Shift B (Evening),480,480,0,None,875,855,20
SFT_01079,MCH_L2_05,2023-12-26 16:00:00,Shift C (Night),480,424,56,Tool Breakdown,778,745,33
SFT_01080,MCH_L1_03,2023-12-27 00:00:00,Shift A (Morning),480,480,0,None,925,900,25
SFT_01081,MCH_L2_01,2023-12-27 08:00:00,Shift B (Evening),480,480,0,None,856,836,20
SFT_01082,MCH_L2_03,2023-12-27 16:00:00,Shift C (Night),480,480,0,None,853,826,27
SFT_01083,MCH_L3_05,2023-12-28 00:00:00,Shift A (Morning),480,469,11,Tool Breakdown,866,824,42
SFT_01084,MCH_L3_02,2023-12-28 08:00:00,Shift B (Evening),480,480,0,None,907,873,34
SFT_01085,MCH_L1_03,2023-12-28 16:00:00,Shift C (Night),480,473,7,Calibration Lag,897,864,33
SFT_01086,MCH_L3_02,2023-12-29 00:00:00,Shift A (Morning),480,480,0,None,866,838,28
SFT_01087,MCH_L3_03,2023-12-29 08:00:00,Shift B (Evening),480,480,0,None,850,817,33
SFT_01088,MCH_L2_04,2023-12-29 16:00:00,Shift C (Night),480,480,0,None,940,900,40
SFT_01089,MCH_L2_02,2023-12-30 00:00:00,Shift A (Morning),480,480,0,None,901,872,29
SFT_01090,MCH_L1_04,2023-12-30 08:00:00,Shift B (Evening),480,480,0,None,881,857,24
SFT_01091,MCH_L3_02,2023-12-30 16:00:00,Shift C (Night),480,480,0,None,934,890,44
SFT_01092,MCH_L1_03,2023-12-31 00:00:00,Shift A (Morning),480,480,0,None,849,815,34
SFT_01093,MCH_L1_05,2023-12-31 08:00:00,Shift B (Evening),480,479,1,Material Starvation,867,856,11
SFT_01094,MCH_L2_03,2023-12-31 16:00:00,Shift C (Night),480,480,0,None,880,859,21
SFT_01095,MCH_L1_01,2024-01-01 00:00:00,Shift A (Morning),480,480,0,None,918,888,30
SFT_01096,MCH_L1_05,2024-01-01 08:00:00,Shift B (Evening),480,480,0,None,939,930,9
SFT_01097,MCH_L3_03,2024-01-01 16:00:00,Shift C (Night),480,480,0,None,869,844,25
SFT_01098,MCH_L3_03,2024-01-02 00:00:00,Shift A (Morning),480,480,0,None,849,812,37
SFT_01099,MCH_L3_02,2024-01-02 08:00:00,Shift B (Evening),480,469,11,Tool Breakdown,853,815,38
SFT_01100,MCH_L3_02,2024-01-02 16:00:00,Shift C (Night),480,480,0,None,904,886,18
SFT_01101,MCH_L3_03,2024-01-03 00:00:00,Shift A (Morning),480,480,0,None,871,830,41
SFT_01102,MCH_L1_04,2024-01-03 08:00:00,Shift B (Evening),480,477,3,Tool Breakdown,865,850,15
SFT_01103,MCH_L2_04,2024-01-03 16:00:00,Shift C (Night),480,480,0,None,859,827,32
SFT_01104,MCH_L1_05,2024-01-04 00:00:00,Shift A (Morning),480,480,0,None,921,884,37
SFT_01105,MCH_L2_02,2024-01-04 08:00:00,Shift B (Evening),480,480,0,None,875,861,14
SFT_01106,MCH_L2_04,2024-01-04 16:00:00,Shift C (Night),480,480,0,None,939,924,15
SFT_01107,MCH_L2_01,2024-01-05 00:00:00,Shift A (Morning),480,480,0,None,936,899,37
SFT_01108,MCH_L2_02,2024-01-05 08:00:00,Shift B (Evening),480,422,58,Tool Breakdown,822,785,37
SFT_01109,MCH_L3_01,2024-01-05 16:00:00,Shift C (Night),480,480,0,None,926,882,44
SFT_01110,MCH_L3_03,2024-01-06 00:00:00,Shift A (Morning),480,480,0,None,892,869,23
SFT_01111,MCH_L2_03,2024-01-06 08:00:00,Shift B (Evening),480,480,0,None,901,892,9
SFT_01112,MCH_L3_05,2024-01-06 16:00:00,Shift C (Night),480,480,0,None,861,846,15
SFT_01113,MCH_L3_03,2024-01-07 00:00:00,Shift A (Morning),480,480,0,None,936,906,30
SFT_01114,MCH_L1_03,2024-01-07 08:00:00,Shift B (Evening),480,333,147,Tool Breakdown,644,632,12
SFT_01115,MCH_L2_03,2024-01-07 16:00:00,Shift C (Night),480,480,0,None,924,895,29
SFT_01116,MCH_L3_03,2024-01-08 00:00:00,Shift A (Morning),480,477,3,Tool Breakdown,911,870,41
SFT_01117,MCH_L1_04,2024-01-08 08:00:00,Shift B (Evening),480,405,75,Calibration Lag,735,720,15
SFT_01118,MCH_L3_01,2024-01-08 16:00:00,Shift C (Night),480,303,177,Pressure Loss,580,555,25
SFT_01119,MCH_L3_05,2024-01-09 00:00:00,Shift A (Morning),480,480,0,None,863,850,13
SFT_01120,MCH_L3_05,2024-01-09 08:00:00,Shift B (Evening),480,480,0,None,929,893,36
SFT_01121,MCH_L3_05,2024-01-09 16:00:00,Shift C (Night),480,444,36,Tool Breakdown,819,810,9
SFT_01122,MCH_L3_03,2024-01-10 00:00:00,Shift A (Morning),480,479,1,Pressure Loss,858,818,40
SFT_01123,MCH_L1_01,2024-01-10 08:00:00,Shift B (Evening),480,480,0,None,845,811,34
SFT_01124,MCH_L1_05,2024-01-10 16:00:00,Shift C (Night),480,480,0,None,878,862,16
SFT_01125,MCH_L2_01,2024-01-11 00:00:00,Shift A (Morning),480,480,0,None,917,880,37
SFT_01126,MCH_L2_01,2024-01-11 08:00:00,Shift B (Evening),480,480,0,None,856,824,32
SFT_01127,MCH_L3_02,2024-01-11 16:00:00,Shift C (Night),480,480,0,None,915,904,11
SFT_01128,MCH_L2_01,2024-01-12 00:00:00,Shift A (Morning),480,480,0,None,916,877,39
SFT_01129,MCH_L1_03,2024-01-12 08:00:00,Shift B (Evening),480,480,0,None,935,903,32
SFT_01130,MCH_L2_04,2024-01-12 16:00:00,Shift C (Night),480,480,0,None,881,838,43
SFT_01131,MCH_L1_05,2024-01-13 00:00:00,Shift A (Morning),480,480,0,None,861,827,34
SFT_01132,MCH_L2_03,2024-01-13 08:00:00,Shift B (Evening),480,480,0,None,880,846,34
SFT_01133,MCH_L2_03,2024-01-13 16:00:00,Shift C (Night),480,480,0,None,940,912,28
SFT_01134,MCH_L2_03,2024-01-14 00:00:00,Shift A (Morning),480,480,0,None,873,843,30
SFT_01135,MCH_L2_04,2024-01-14 08:00:00,Shift B (Evening),480,480,0,None,867,838,29
SFT_01136,MCH_L3_03,2024-01-14 16:00:00,Shift C (Night),480,480,0,None,912,877,35
SFT_01137,MCH_L1_05,2024-01-15 00:00:00,Shift A (Morning),480,463,17,Calibration Lag,906,862,44
SFT_01138,MCH_L1_02,2024-01-15 08:00:00,Shift B (Evening),480,467,13,Tool Breakdown,901,868,33
SFT_01139,MCH_L2_03,2024-01-15 16:00:00,Shift C (Night),480,480,0,None,924,886,38
SFT_01140,MCH_L1_03,2024-01-16 00:00:00,Shift A (Morning),480,480,0,None,919,895,24
SFT_01141,MCH_L1_01,2024-01-16 08:00:00,Shift B (Evening),480,480,0,None,862,832,30
SFT_01142,MCH_L3_05,2024-01-16 16:00:00,Shift C (Night),480,480,0,None,875,838,37
SFT_01143,MCH_L3_03,2024-01-17 00:00:00,Shift A (Morning),480,480,0,None,905,881,24
SFT_01144,MCH_L1_04,2024-01-17 08:00:00,Shift B (Evening),480,464,16,Calibration Lag,864,848,16
SFT_01145,MCH_L1_05,2024-01-17 16:00:00,Shift C (Night),480,473,7,Calibration Lag,837,821,16
SFT_01146,MCH_L1_02,2024-01-18 00:00:00,Shift A (Morning),480,480,0,None,853,839,14
SFT_01147,MCH_L3_01,2024-01-18 08:00:00,Shift B (Evening),480,480,0,None,934,896,38
SFT_01148,MCH_L1_05,2024-01-18 16:00:00,Shift C (Night),480,480,0,None,906,883,23
SFT_01149,MCH_L1_02,2024-01-19 00:00:00,Shift A (Morning),480,480,0,None,893,855,38
SFT_01150,MCH_L1_02,2024-01-19 08:00:00,Shift B (Evening),480,480,0,None,936,917,19
SFT_01151,MCH_L2_04,2024-01-19 16:00:00,Shift C (Night),480,433,47,Material Starvation,832,799,33
SFT_01152,MCH_L3_04,2024-01-20 00:00:00,Shift A (Morning),480,480,0,None,868,829,39
SFT_01153,MCH_L3_01,2024-01-20 08:00:00,Shift B (Evening),480,480,0,None,900,872,28
SFT_01154,MCH_L2_02,2024-01-20 16:00:00,Shift C (Night),480,461,19,Material Starvation,884,863,21
SFT_01155,MCH_L1_01,2024-01-21 00:00:00,Shift A (Morning),480,414,66,Material Starvation,753,745,8
SFT_01156,MCH_L2_03,2024-01-21 08:00:00,Shift B (Evening),480,480,0,None,877,849,28
SFT_01157,MCH_L1_02,2024-01-21 16:00:00,Shift C (Night),480,480,0,None,900,887,13
SFT_01158,MCH_L2_01,2024-01-22 00:00:00,Shift A (Morning),480,480,0,None,876,843,33
SFT_01159,MCH_L3_05,2024-01-22 08:00:00,Shift B (Evening),480,480,0,None,853,831,22
SFT_01160,MCH_L1_02,2024-01-22 16:00:00,Shift C (Night),480,480,0,None,861,822,39
SFT_01161,MCH_L3_05,2024-01-23 00:00:00,Shift A (Morning),480,480,0,None,882,863,19
SFT_01162,MCH_L2_01,2024-01-23 08:00:00,Shift B (Evening),480,418,62,Material Starvation,756,741,15
SFT_01163,MCH_L3_02,2024-01-23 16:00:00,Shift C (Night),480,363,117,Calibration Lag,660,647,13
SFT_01164,MCH_L2_04,2024-01-24 00:00:00,Shift A (Morning),480,480,0,None,914,902,12
SFT_01165,MCH_L2_01,2024-01-24 08:00:00,Shift B (Evening),480,480,0,None,848,838,10
SFT_01166,MCH_L2_05,2024-01-24 16:00:00,Shift C (Night),480,480,0,None,868,854,14
SFT_01167,MCH_L3_01,2024-01-25 00:00:00,Shift A (Morning),480,480,0,None,891,875,16
SFT_01168,MCH_L1_01,2024-01-25 08:00:00,Shift B (Evening),480,480,0,None,923,888,35
SFT_01169,MCH_L1_05,2024-01-25 16:00:00,Shift C (Night),480,480,0,None,859,820,39
SFT_01170,MCH_L1_02,2024-01-26 00:00:00,Shift A (Morning),480,480,0,None,869,844,25
SFT_01171,MCH_L3_04,2024-01-26 08:00:00,Shift B (Evening),480,480,0,None,918,886,32
SFT_01172,MCH_L3_04,2024-01-26 16:00:00,Shift C (Night),480,464,16,Material Starvation,865,848,17
SFT_01173,MCH_L1_01,2024-01-27 00:00:00,Shift A (Morning),480,480,0,None,857,825,32
SFT_01174,MCH_L1_01,2024-01-27 08:00:00,Shift B (Evening),480,480,0,None,848,822,26
SFT_01175,MCH_L1_01,2024-01-27 16:00:00,Shift C (Night),480,448,32,Calibration Lag,837,828,9
SFT_01176,MCH_L2_01,2024-01-28 00:00:00,Shift A (Morning),480,480,0,None,873,858,15
SFT_01177,MCH_L3_03,2024-01-28 08:00:00,Shift B (Evening),480,480,0,None,933,924,9
SFT_01178,MCH_L1_02,2024-01-28 16:00:00,Shift C (Night),480,480,0,None,911,885,26
SFT_01179,MCH_L2_01,2024-01-29 00:00:00,Shift A (Morning),480,474,6,Tool Breakdown,854,812,42
SFT_01180,MCH_L3_01,2024-01-29 08:00:00,Shift B (Evening),480,480,0,None,854,820,34
SFT_01181,MCH_L2_04,2024-01-29 16:00:00,Shift C (Night),480,480,0,None,902,864,38
SFT_01182,MCH_L2_04,2024-01-30 00:00:00,Shift A (Morning),480,434,46,Pressure Loss,811,794,17
SFT_01183,MCH_L3_03,2024-01-30 08:00:00,Shift B (Evening),480,480,0,None,863,853,10
SFT_01184,MCH_L2_04,2024-01-30 16:00:00,Shift C (Night),480,480,0,None,936,895,41
SFT_01185,MCH_L1_04,2024-01-31 00:00:00,Shift A (Morning),480,468,12,Material Starvation,865,825,40
SFT_01186,MCH_L3_03,2024-01-31 08:00:00,Shift B (Evening),480,466,14,Tool Breakdown,879,870,9
SFT_01187,MCH_L3_01,2024-01-31 16:00:00,Shift C (Night),480,480,0,None,862,824,38
SFT_01188,MCH_L2_05,2024-02-01 00:00:00,Shift A (Morning),480,480,0,None,904,862,42
SFT_01189,MCH_L1_03,2024-02-01 08:00:00,Shift B (Evening),480,480,0,None,935,913,22
SFT_01190,MCH_L1_04,2024-02-01 16:00:00,Shift C (Night),480,480,0,None,898,857,41
SFT_01191,MCH_L3_05,2024-02-02 00:00:00,Shift A (Morning),480,480,0,None,905,868,37
SFT_01192,MCH_L2_01,2024-02-02 08:00:00,Shift B (Evening),480,480,0,None,874,853,21
SFT_01193,MCH_L3_05,2024-02-02 16:00:00,Shift C (Night),480,476,4,Pressure Loss,868,852,16
SFT_01194,MCH_L3_01,2024-02-03 00:00:00,Shift A (Morning),480,416,64,Material Starvation,770,758,12
SFT_01195,MCH_L1_04,2024-02-03 08:00:00,Shift B (Evening),480,480,0,None,878,848,30
SFT_01196,MCH_L3_04,2024-02-03 16:00:00,Shift C (Night),480,480,0,None,927,909,18
SFT_01197,MCH_L1_04,2024-02-04 00:00:00,Shift A (Morning),480,480,0,None,894,876,18
SFT_01198,MCH_L2_05,2024-02-04 08:00:00,Shift B (Evening),480,480,0,None,933,910,23
SFT_01199,MCH_L3_04,2024-02-04 16:00:00,Shift C (Night),480,480,0,None,880,855,25
