log_id,machine_id,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_minutes,failure_type,machine_failed
LOG_0000257,MCH_L2_03,2023-01-06 08:00:00,297.51,307.28,1285,52.62,72,Power Failure,1
LOG_0000258,MCH_L3_05,2023-01-06 08:30:00,299.06,309.56,1223,31.82,110,No Failure,0
LOG_0000259,MCH_L3_01,2023-01-06 09:00:00,298.38,308.54,1560,34.56,78,No Failure,0
LOG_0000260,MCH_L2_01,2023-01-06 09:30:00,297.46,307.06,1465,38.31,71,No Failure,0
LOG_0000261,MCH_L2_03,2023-01-06 10:00:00,296.89,306.47,1619,28.82,155,No Failure,0
LOG_0000262,MCH_L2_04,2023-01-06 10:30:00,304.16,312.84,1546,47.42,217,No Failure,0
LOG_0000263,MCH_L1_04,2023-01-06 11:00:00,300.03,310.48,1531,42.45,207,No Failure,0
LOG_0000264,MCH_L1_01,2023-01-06 11:30:00,299.44,309.95,1445,38.68,33,No Failure,0
LOG_0000265,MCH_L3_04,2023-01-06 12:00:00,301.21,309.51,1562,48.75,83,No Failure,0
LOG_0000266,MCH_L1_01,2023-01-06 12:30:00,301.33,312.25,1686,33.58,64,No Failure,0
LOG_0000267,MCH_L2_05,2023-01-06 13:00:00,302.8,312.01,1257,49.59,215,No Failure,0
LOG_0000268,MCH_L1_04,2023-01-06 13:30:00,298.14,307.69,1482,54.81,28,No Failure,0
LOG_0000269,MCH_L3_02,2023-01-06 14:00:00,301.01,313.23,1661,42.62,3,No Failure,0
LOG_0000270,MCH_L3_04,2023-01-06 14:30:00,297.72,309.64,1362,39.94,195,No Failure,0
LOG_0000271,MCH_L2_02,2023-01-06 15:00:00,299.52,307.78,1516,41.43,118,No Failure,0
LOG_0000272,MCH_L1_02,2023-01-06 15:30:00,300.14,308.61,1418,28.19,189,No Failure,0
LOG_0000273,MCH_L1_03,2023-01-06 16:00:00,300.39,309.13,1467,38.33,165,No Failure,0
LOG_0000274,MCH_L1_01,2023-01-06 16:30:00,300.28,312.18,1287,57.49,194,No Failure,0
LOG_0000275,MCH_L1_05,2023-01-06 17:00:00,302.0,311.27,1618,58.06,231,No Failure,0
LOG_0000276,MCH_L1_01,2023-01-06 17:30:00,298.51,306.74,1518,40.78,129,No Failure,0
LOG_0000277,MCH_L2_03,2023-01-06 18:00:00,300.45,311.93,1326,35.37,220,No Failure,0
LOG_0000278,MCH_L1_01,2023-01-06 18:30:00,298.1,308.81,1550,48.75,112,No Failure,0
LOG_0000279,MCH_L3_01,2023-01-06 19:00:00,307.3,320.0,1524,39.7,91,No Failure,0
LOG_0000280,MCH_L1_01,2023-01-06 19:30:00,297.72,308.43,1417,48.04,75,No Failure,0
LOG_0000281,MCH_L1_02,2023-01-06 20:00:00,298.25,308.21,1736,33.68,124,No Failure,0
LOG_0000282,MCH_L1_02,2023-01-06 20:30:00,302.21,312.51,1561,42.6,43,No Failure,0
LOG_0000283,MCH_L3_02,2023-01-06 21:00:00,298.93,308.39,1654,36.93,206,No Failure,0
LOG_0000284,MCH_L2_01,2023-01-06 21:30:00,302.21,313.78,1480,39.95,113,No Failure,0
LOG_0000285,MCH_L2_02,2023-01-06 22:00:00,300.38,312.01,1304,35.15,104,Power Failure,1
LOG_0000286,MCH_L1_05,2023-01-06 22:30:00,298.99,307.09,1221,38.81,94,No Failure,0
LOG_0000287,MCH_L1_01,2023-01-06 23:00:00,298.12,309.25,1378,42.57,116,No Failure,0
LOG_0000288,MCH_L1_01,2023-01-06 23:30:00,298.03,306.74,1661,45.91,100,No Failure,0
LOG_0000289,MCH_L1_03,2023-01-07 00:00:00,299.02,311.92,1438,38.64,31,No Failure,0
LOG_0000290,MCH_L3_04,2023-01-07 00:30:00,299.56,311.38,1624,52.33,213,No Failure,0
LOG_0000291,MCH_L1_02,2023-01-07 01:00:00,297.92,306.55,1360,29.06,130,Tool Wear,1
LOG_0000292,MCH_L1_05,2023-01-07 01:30:00,299.73,310.02,1420,27.28,16,No Failure,0
LOG_0000293,MCH_L3_02,2023-01-07 02:00:00,297.26,308.45,1437,34.95,220,No Failure,0
LOG_0000294,MCH_L2_05,2023-01-07 02:30:00,301.89,311.14,1527,40.09,118,No Failure,0
LOG_0000295,MCH_L2_01,2023-01-07 03:00:00,302.37,310.73,1337,53.8,139,No Failure,0
LOG_0000296,MCH_L2_02,2023-01-07 03:30:00,298.24,308.36,1404,38.42,63,No Failure,0
LOG_0000297,MCH_L1_04,2023-01-07 04:00:00,298.1,307.91,1472,31.96,190,No Failure,0
LOG_0000298,MCH_L2_02,2023-01-07 04:30:00,300.44,309.34,1338,34.54,77,No Failure,0
LOG_0000299,MCH_L3_01,2023-01-07 05:00:00,303.16,314.64,1288,40.69,199,No Failure,0
LOG_0000300,MCH_L2_03,2023-01-07 05:30:00,303.72,312.17,1503,30.85,40,No Failure,0
LOG_0000301,MCH_L3_01,2023-01-07 06:00:00,296.49,306.36,1340,56.4,1,No Failure,0
LOG_0000302,MCH_L1_01,2023-01-07 06:30:00,302.52,312.74,1645,20.1,180,No Failure,0
LOG_0000303,MCH_L3_05,2023-01-07 07:00:00,299.85,310.22,1649,33.51,33,No Failure,0
LOG_0000304,MCH_L2_01,2023-01-07 07:30:00,299.89,311.25,1429,35.23,124,No Failure,0
LOG_0000305,MCH_L2_03,2023-01-07 08:00:00,301.26,310.97,1572,31.71,87,No Failure,0
LOG_0000306,MCH_L1_05,2023-01-07 08:30:00,298.8,305.68,1508,45.72,111,Power Failure,1
LOG_0000307,MCH_L1_04,2023-01-07 09:00:00,302.74,312.28,1628,34.42,211,No Failure,0
LOG_0000308,MCH_L1_02,2023-01-07 09:30:00,303.56,314.43,1445,45.27,234,No Failure,0
LOG_0000309,MCH_L2_01,2023-01-07 10:00:00,303.65,313.48,1561,53.43,201,No Failure,0
LOG_0000310,MCH_L2_01,2023-01-07 10:30:00,295.39,305.23,1537,50.52,39,No Failure,0
LOG_0000311,MCH_L3_01,2023-01-07 11:00:00,299.43,310.06,1531,41.36,198,No Failure,0
LOG_0000312,MCH_L3_05,2023-01-07 11:30:00,295.16,305.95,1426,40.02,192,Heat Dissipation,1
LOG_0000313,MCH_L1_01,2023-01-07 12:00:00,298.09,305.95,1642,47.51,54,No Failure,0
LOG_0000314,MCH_L2_04,2023-01-07 12:30:00,294.01,303.99,1451,37.57,125,No Failure,0
LOG_0000315,MCH_L3_02,2023-01-07 13:00:00,301.13,310.9,1450,35.86,73,No Failure,0
LOG_0000316,MCH_L3_01,2023-01-07 13:30:00,300.55,310.64,1413,31.58,178,No Failure,0
LOG_0000317,MCH_L2_01,2023-01-07 14:00:00,298.92,306.56,1420,42.62,4,No Failure,0
LOG_0000318,MCH_L3_03,2023-01-07 14:30:00,298.02,309.61,1471,31.02,55,No Failure,0
LOG_0000319,MCH_L1_03,2023-01-07 15:00:00,300.79,310.8,1553,33.99,117,No Failure,0
LOG_0000320,MCH_L1_04,2023-01-07 15:30:00,297.47,307.98,1594,57.88,231,No Failure,0
LOG_0000321,MCH_L3_02,2023-01-07 16:00:00,297.3,309.42,1515,45.73,148,No Failure,0
LOG_0000322,MCH_L3_01,2023-01-07 16:30:00,296.99,307.51,1669,43.43,57,No Failure,0
LOG_0000323,MCH_L1_04,2023-01-07 17:00:00,299.49,307.64,1514,33.88,200,No Failure,0
LOG_0000324,MCH_L1_03,2023-01-07 17:30:00,298.54,308.44,1284,46.56,92,No Failure,0
LOG_0000325,MCH_L2_05,2023-01-07 18:00:00,299.04,309.85,1361,31.36,30,No Failure,0
LOG_0000326,MCH_L1_03,2023-01-07 18:30:00,301.3,311.37,1584,27.04,236,No Failure,0
LOG_0000327,MCH_L3_05,2023-01-07 19:00:00,302.41,314.46,1460,35.3,173,No Failure,0
LOG_0000328,MCH_L1_03,2023-01-07 19:30:00,303.63,312.6,1452,29.97,154,No Failure,0
LOG_0000329,MCH_L1_04,2023-01-07 20:00:00,300.15,311.64,1384,43.95,197,No Failure,0
LOG_0000330,MCH_L2_02,2023-01-07 20:30:00,300.87,311.88,1451,43.11,106,No Failure,0
LOG_0000331,MCH_L1_04,2023-01-07 21:00:00,300.47,310.58,1453,41.94,158,No Failure,0
LOG_0000332,MCH_L2_04,2023-01-07 21:30:00,295.81,306.21,1558,44.96,168,No Failure,0
LOG_0000333,MCH_L1_01,2023-01-07 22:00:00,299.08,307.91,1470,44.59,44,No Failure,0
LOG_0000334,MCH_L2_03,2023-01-07 22:30:00,299.09,308.72,1653,34.25,163,No Failure,0
LOG_0000335,MCH_L2_02,2023-01-07 23:00:00,298.72,309.41,1421,44.08,1,No Failure,0
LOG_0000336,MCH_L1_02,2023-01-07 23:30:00,299.9,309.72,1524,42.67,61,Tool Wear,1
LOG_0000337,MCH_L2_03,2023-01-08 00:00:00,299.45,309.52,1301,34.76,148,No Failure,0
LOG_0000338,MCH_L1_01,2023-01-08 00:30:00,297.53,308.72,1579,36.96,161,No Failure,0
LOG_0000339,MCH_L3_01,2023-01-08 01:00:00,299.62,307.33,1329,47.24,85,No Failure,0
LOG_0000340,MCH_L3_02,2023-01-08 01:30:00,298.4,308.84,1568,28.82,12,No Failure,0
LOG_0000341,MCH_L2_04,2023-01-08 02:00:00,293.45,305.58,1279,42.83,18,No Failure,0
LOG_0000342,MCH_L2_04,2023-01-08 02:30:00,296.51,306.06,1375,39.08,160,No Failure,0
LOG_0000343,MCH_L1_02,2023-01-08 03:00:00,300.22,308.73,1600,39.76,123,No Failure,0
LOG_0000344,MCH_L2_02,2023-01-08 03:30:00,302.73,312.26,1687,37.59,101,No Failure,0
LOG_0000345,MCH_L3_05,2023-01-08 04:00:00,293.93,302.11,1174,43.58,103,No Failure,0
LOG_0000346,MCH_L3_04,2023-01-08 04:30:00,297.82,308.09,1369,26.6,48,No Failure,0
LOG_0000347,MCH_L2_05,2023-01-08 05:00:00,301.08,310.99,1719,42.14,2,No Failure,0
LOG_0000348,MCH_L1_03,2023-01-08 05:30:00,302.2,312.58,1517,31.09,165,No Failure,0
LOG_0000349,MCH_L2_02,2023-01-08 06:00:00,298.95,308.79,1376,48.77,210,Overstrain,1
LOG_0000350,MCH_L3_02,2023-01-08 06:30:00,298.29,308.53,1677,29.01,70,No Failure,0
LOG_0000351,MCH_L2_05,2023-01-08 07:00:00,303.05,313.59,1570,19.64,14,No Failure,0
LOG_0000352,MCH_L2_04,2023-01-08 07:30:00,301.99,310.55,1513,25.56,37,No Failure,0
LOG_0000353,MCH_L1_04,2023-01-08 08:00:00,302.15,312.57,1269,39.52,152,No Failure,0
LOG_0000354,MCH_L3_02,2023-01-08 08:30:00,298.83,310.57,1751,26.8,60,No Failure,0
LOG_0000355,MCH_L1_01,2023-01-08 09:00:00,302.78,311.63,1531,28.89,213,No Failure,0
LOG_0000356,MCH_L1_02,2023-01-08 09:30:00,295.14,305.51,1462,34.07,214,No Failure,0
LOG_0000357,MCH_L1_01,2023-01-08 10:00:00,302.83,314.38,1675,44.5,177,No Failure,0
LOG_0000358,MCH_L3_04,2023-01-08 10:30:00,299.83,308.44,1389,33.48,9,No Failure,0
LOG_0000359,MCH_L3_02,2023-01-08 11:00:00,300.32,311.28,1368,38.22,99,No Failure,0
LOG_0000360,MCH_L1_05,2023-01-08 11:30:00,297.64,307.37,1383,38.08,100,No Failure,0
LOG_0000361,MCH_L1_05,2023-01-08 12:00:00,295.46,306.67,1454,27.71,177,No Failure,0
LOG_0000362,MCH_L3_01,2023-01-08 12:30:00,300.27,309.28,1503,43.46,122,No Failure,0
LOG_0000363,MCH_L2_02,2023-01-08 13:00:00,301.38,311.37,1576,59.14,233,No Failure,0
LOG_0000364,MCH_L2_04,2023-01-08 13:30:00,301.76,309.94,1349,25.31,41,No Failure,0
LOG_0000365,MCH_L2_04,2023-01-08 14:00:00,301.49,312.01,1536,32.5,233,No Failure,0
LOG_0000366,MCH_L1_03,2023-01-08 14:30:00,300.92,311.46,1427,29.18,198,No Failure,0
LOG_0000367,MCH_L1_03,2023-01-08 15:00:00,297.69,308.34,1487,38.32,179,No Failure,0
LOG_0000368,MCH_L1_03,2023-01-08 15:30:00,301.92,312.51,1645,27.67,173,No Failure,0
LOG_0000369,MCH_L1_04,2023-01-08 16:00:00,297.41,307.3,1559,50.65,216,No Failure,0
LOG_0000370,MCH_L2_03,2023-01-08 16:30:00,302.77,311.0,1569,52.02,39,No Failure,0
LOG_0000371,MCH_L2_01,2023-01-08 17:00:00,299.79,310.98,1426,45.88,185,No Failure,0
LOG_0000372,MCH_L2_03,2023-01-08 17:30:00,299.87,309.82,1731,47.95,232,No Failure,0
LOG_0000373,MCH_L1_01,2023-01-08 18:00:00,302.16,312.63,1580,40.98,23,No Failure,0
LOG_0000374,MCH_L2_03,2023-01-08 18:30:00,302.5,312.28,1449,49.18,68,No Failure,0
LOG_0000375,MCH_L1_04,2023-01-08 19:00:00,301.93,314.28,1636,37.42,84,No Failure,0
LOG_0000376,MCH_L3_01,2023-01-08 19:30:00,297.95,307.27,1568,35.44,167,No Failure,0
LOG_0000377,MCH_L1_01,2023-01-08 20:00:00,301.91,311.18,1348,45.64,147,No Failure,0
LOG_0000378,MCH_L2_03,2023-01-08 20:30:00,297.96,306.09,1524,36.72,28,No Failure,0
LOG_0000379,MCH_L1_04,2023-01-08 21:00:00,301.97,312.11,1383,58.17,36,No Failure,0
LOG_0000380,MCH_L2_01,2023-01-08 21:30:00,296.44,308.67,1255,48.96,19,No Failure,0
LOG_0000381,MCH_L2_03,2023-01-08 22:00:00,299.77,309.92,1448,35.26,145,Heat Dissipation,1
LOG_0000382,MCH_L1_04,2023-01-08 22:30:00,297.95,308.22,1636,38.57,3,No Failure,0
LOG_0000383,MCH_L3_04,2023-01-08 23:00:00,302.17,313.34,1676,38.8,138,No Failure,0
LOG_0000384,MCH_L1_03,2023-01-08 23:30:00,302.79,312.98,1438,33.62,191,Overstrain,1
LOG_0000385,MCH_L3_04,2023-01-09 00:00:00,300.5,311.94,1465,47.55,85,No Failure,0
LOG_0000386,MCH_L2_04,2023-01-09 00:30:00,300.42,312.04,1667,32.58,51,No Failure,0
LOG_0000387,MCH_L1_03,2023-01-09 01:00:00,301.76,311.05,1580,39.21,42,No Failure,0
LOG_0000388,MCH_L2_04,2023-01-09 01:30:00,302.8,311.08,1558,33.45,141,No Failure,0
LOG_0000389,MCH_L3_03,2023-01-09 02:00:00,300.09,310.92,1516,35.35,121,No Failure,0
LOG_0000390,MCH_L1_02,2023-01-09 02:30:00,298.75,309.14,1586,46.53,172,No Failure,0
LOG_0000391,MCH_L3_04,2023-01-09 03:00:00,301.62,310.36,1496,45.76,155,Overstrain,1
LOG_0000392,MCH_L1_02,2023-01-09 03:30:00,295.35,304.54,1683,37.03,131,No Failure,0
LOG_0000393,MCH_L1_02,2023-01-09 04:00:00,302.27,311.45,1485,49.67,143,No Failure,0
LOG_0000394,MCH_L2_01,2023-01-09 04:30:00,298.22,308.4,1483,44.87,165,No Failure,0
LOG_0000395,MCH_L1_03,2023-01-09 05:00:00,299.4,310.6,1253,41.0,190,No Failure,0
LOG_0000396,MCH_L3_03,2023-01-09 05:30:00,302.29,313.55,1626,47.72,150,No Failure,0
LOG_0000397,MCH_L2_04,2023-01-09 06:00:00,298.96,309.91,1384,52.06,76,No Failure,0
LOG_0000398,MCH_L1_04,2023-01-09 06:30:00,301.62,311.27,1215,43.74,147,No Failure,0
LOG_0000399,MCH_L1_01,2023-01-09 07:00:00,302.85,315.51,1478,42.32,196,No Failure,0
LOG_0000400,MCH_L1_04,2023-01-09 07:30:00,300.28,310.32,1459,23.68,82,No Failure,0
LOG_0000401,MCH_L1_01,2023-01-09 08:00:00,300.78,310.31,1553,42.23,148,No Failure,0
LOG_0000402,MCH_L3_04,2023-01-09 08:30:00,299.7,308.06,1577,43.95,169,No Failure,0
LOG_0000403,MCH_L1_05,2023-01-09 09:00:00,300.29,309.87,1400,42.67,68,No Failure,0
LOG_0000404,MCH_L1_04,2023-01-09 09:30:00,297.21,307.74,1826,32.34,13,No Failure,0
LOG_0000405,MCH_L2_03,2023-01-09 10:00:00,299.27,307.37,1475,34.16,227,No Failure,0
LOG_0000406,MCH_L2_03,2023-01-09 10:30:00,296.78,305.64,1297,46.14,69,Overstrain,1
LOG_0000407,MCH_L2_02,2023-01-09 11:00:00,297.75,307.19,1689,36.7,4,No Failure,0
LOG_0000408,MCH_L1_03,2023-01-09 11:30:00,294.99,304.06,1587,41.51,151,Tool Wear,1
LOG_0000409,MCH_L1_01,2023-01-09 12:00:00,300.66,309.63,1549,22.13,220,No Failure,0
LOG_0000410,MCH_L1_01,2023-01-09 12:30:00,304.23,315.58,1447,39.87,156,No Failure,0
LOG_0000411,MCH_L3_02,2023-01-09 13:00:00,298.86,306.88,1505,46.85,1,No Failure,0
LOG_0000412,MCH_L3_01,2023-01-09 13:30:00,302.41,312.62,1239,42.57,5,No Failure,0
LOG_0000413,MCH_L1_03,2023-01-09 14:00:00,302.81,313.43,1467,38.82,33,No Failure,0
LOG_0000414,MCH_L2_01,2023-01-09 14:30:00,297.0,306.42,1794,31.08,203,No Failure,0
LOG_0000415,MCH_L2_02,2023-01-09 15:00:00,297.54,307.27,1385,24.76,21,No Failure,0
LOG_0000416,MCH_L2_01,2023-01-09 15:30:00,302.48,312.43,1521,33.36,131,Tool Wear,1
LOG_0000417,MCH_L3_04,2023-01-09 16:00:00,299.77,310.53,1297,48.84,236,No Failure,0
LOG_0000418,MCH_L3_04,2023-01-09 16:30:00,296.77,308.61,1437,39.54,112,No Failure,0
LOG_0000419,MCH_L2_01,2023-01-09 17:00:00,298.41,306.87,1348,45.87,133,No Failure,0
LOG_0000420,MCH_L2_01,2023-01-09 17:30:00,301.05,309.95,1551,52.19,66,No Failure,0
LOG_0000421,MCH_L3_03,2023-01-09 18:00:00,298.02,306.98,1525,41.06,76,No Failure,0
LOG_0000422,MCH_L1_03,2023-01-09 18:30:00,293.06,303.04,1343,47.19,190,No Failure,0
LOG_0000423,MCH_L2_01,2023-01-09 19:00:00,299.19,308.71,1510,49.65,214,No Failure,0
LOG_0000424,MCH_L2_03,2023-01-09 19:30:00,299.4,310.2,1514,28.11,226,No Failure,0
LOG_0000425,MCH_L3_01,2023-01-09 20:00:00,300.02,309.23,1520,33.52,89,No Failure,0
LOG_0000426,MCH_L3_01,2023-01-09 20:30:00,303.15,312.08,1602,25.69,115,No Failure,0
LOG_0000427,MCH_L1_02,2023-01-09 21:00:00,300.13,309.21,1687,24.53,200,No Failure,0
LOG_0000428,MCH_L1_05,2023-01-09 21:30:00,300.61,310.75,1426,35.76,86,No Failure,0
LOG_0000429,MCH_L3_04,2023-01-09 22:00:00,302.64,313.8,1463,37.83,67,No Failure,0
LOG_0000430,MCH_L1_01,2023-01-09 22:30:00,300.03,309.98,1479,24.09,161,No Failure,0
LOG_0000431,MCH_L3_02,2023-01-09 23:00:00,305.34,314.67,1343,43.86,100,No Failure,0
LOG_0000432,MCH_L3_05,2023-01-09 23:30:00,296.84,305.6,1379,35.87,199,No Failure,0
LOG_0000433,MCH_L1_01,2023-01-10 00:00:00,297.66,309.41,1567,52.2,161,No Failure,0
LOG_0000434,MCH_L1_05,2023-01-10 00:30:00,301.53,309.42,1730,41.56,56,No Failure,0
LOG_0000435,MCH_L3_02,2023-01-10 01:00:00,303.14,312.92,1375,41.5,164,Overstrain,1
LOG_0000436,MCH_L3_03,2023-01-10 01:30:00,299.5,310.39,1775,38.26,133,No Failure,0
LOG_0000437,MCH_L1_03,2023-01-10 02:00:00,297.47,307.23,1432,38.99,70,No Failure,0
LOG_0000438,MCH_L1_04,2023-01-10 02:30:00,304.4,313.72,1645,43.15,172,No Failure,0
LOG_0000439,MCH_L1_03,2023-01-10 03:00:00,298.02,308.66,1551,47.7,168,No Failure,0
LOG_0000440,MCH_L1_01,2023-01-10 03:30:00,300.85,309.54,1523,28.67,102,No Failure,0
LOG_0000441,MCH_L1_01,2023-01-10 04:00:00,303.29,311.2,1448,32.88,227,No Failure,0
LOG_0000442,MCH_L3_02,2023-01-10 04:30:00,298.9,309.32,1501,42.5,132,No Failure,0
LOG_0000443,MCH_L3_02,2023-01-10 05:00:00,298.44,307.25,1414,39.67,59,No Failure,0
LOG_0000444,MCH_L3_04,2023-01-10 05:30:00,298.62,308.78,1613,46.73,194,No Failure,0
LOG_0000445,MCH_L3_03,2023-01-10 06:00:00,302.25,312.1,1634,34.28,144,No Failure,0
LOG_0000446,MCH_L3_04,2023-01-10 06:30:00,302.65,312.96,1421,50.74,210,No Failure,0
LOG_0000447,MCH_L1_05,2023-01-10 07:00:00,300.08,309.81,1303,35.6,108,Heat Dissipation,1
LOG_0000448,MCH_L2_01,2023-01-10 07:30:00,304.71,315.37,1460,37.3,192,No Failure,0
LOG_0000449,MCH_L1_03,2023-01-10 08:00:00,300.08,309.24,1738,49.31,100,No Failure,0
LOG_0000450,MCH_L3_02,2023-01-10 08:30:00,303.23,314.17,1527,44.86,182,No Failure,0
LOG_0000451,MCH_L2_04,2023-01-10 09:00:00,298.92,307.46,1638,56.85,8,No Failure,0
LOG_0000452,MCH_L1_05,2023-01-10 09:30:00,305.83,317.24,1388,48.07,131,No Failure,0
LOG_0000453,MCH_L2_03,2023-01-10 10:00:00,303.93,316.39,1441,50.96,169,No Failure,0
LOG_0000454,MCH_L3_03,2023-01-10 10:30:00,299.68,309.81,1462,37.48,173,No Failure,0
LOG_0000455,MCH_L1_01,2023-01-10 11:00:00,303.59,315.47,1359,51.08,73,Heat Dissipation,1
LOG_0000456,MCH_L3_04,2023-01-10 11:30:00,303.46,315.65,1520,40.59,95,No Failure,0
LOG_0000457,MCH_L1_05,2023-01-10 12:00:00,303.88,313.49,1401,21.13,128,No Failure,0
LOG_0000458,MCH_L3_05,2023-01-10 12:30:00,293.8,303.86,1613,44.03,86,No Failure,0
LOG_0000459,MCH_L1_03,2023-01-10 13:00:00,301.8,310.82,1510,44.76,114,No Failure,0
LOG_0000460,MCH_L3_02,2023-01-10 13:30:00,301.36,310.46,1677,30.72,144,No Failure,0
LOG_0000461,MCH_L1_01,2023-01-10 14:00:00,301.18,311.46,1298,43.06,115,No Failure,0
LOG_0000462,MCH_L1_04,2023-01-10 14:30:00,300.55,308.59,1436,40.98,221,No Failure,0
LOG_0000463,MCH_L3_05,2023-01-10 15:00:00,300.62,311.62,1451,50.31,127,No Failure,0
LOG_0000464,MCH_L3_03,2023-01-10 15:30:00,303.21,313.41,1555,43.73,90,No Failure,0
LOG_0000465,MCH_L1_05,2023-01-10 16:00:00,301.35,312.17,1449,40.0,78,No Failure,0
LOG_0000466,MCH_L2_02,2023-01-10 16:30:00,300.54,310.32,1706,28.69,117,No Failure,0
LOG_0000467,MCH_L1_01,2023-01-10 17:00:00,302.85,313.66,1477,23.29,229,No Failure,0
LOG_0000468,MCH_L1_03,2023-01-10 17:30:00,301.05,311.35,1391,50.76,6,No Failure,0
LOG_0000469,MCH_L1_02,2023-01-10 18:00:00,301.28,311.89,1480,43.35,224,No Failure,0
LOG_0000470,MCH_L2_04,2023-01-10 18:30:00,304.67,315.75,1460,37.96,132,No Failure,0
LOG_0000471,MCH_L2_05,2023-01-10 19:00:00,298.91,307.39,1611,44.71,179,No Failure,0
LOG_0000472,MCH_L3_05,2023-01-10 19:30:00,296.21,305.37,1450,37.98,115,No Failure,0
LOG_0000473,MCH_L2_01,2023-01-10 20:00:00,300.18,312.96,1317,22.99,102,No Failure,0
LOG_0000474,MCH_L2_05,2023-01-10 20:30:00,300.54,310.79,1521,48.61,225,No Failure,0
LOG_0000475,MCH_L1_03,2023-01-10 21:00:00,301.8,309.74,1421,49.7,52,No Failure,0
LOG_0000476,MCH_L2_03,2023-01-10 21:30:00,300.27,308.22,1361,37.21,118,No Failure,0
LOG_0000477,MCH_L3_04,2023-01-10 22:00:00,301.89,311.8,1502,39.65,2,No Failure,0
LOG_0000478,MCH_L2_03,2023-01-10 22:30:00,306.26,315.63,1484,34.79,61,No Failure,0
LOG_0000479,MCH_L1_02,2023-01-10 23:00:00,302.0,311.03,1473,55.68,31,No Failure,0
LOG_0000480,MCH_L3_05,2023-01-10 23:30:00,302.44,314.59,1531,50.23,1,No Failure,0
LOG_0000481,MCH_L2_01,2023-01-11 00:00:00,299.68,309.24,1430,33.1,79,Heat Dissipation,1
LOG_0000482,MCH_L2_02,2023-01-11 00:30:00,296.54,307.53,1513,45.14,123,No Failure,0
LOG_0000483,MCH_L1_02,2023-01-11 01:00:00,294.25,304.55,1429,32.54,80,No Failure,0
LOG_0000484,MCH_L3_05,2023-01-11 01:30:00,298.7,308.35,1598,33.09,52,No Failure,0
LOG_0000485,MCH_L3_01,2023-01-11 02:00:00,293.55,302.18,1497,36.24,139,No Failure,0
LOG_0000486,MCH_L2_05,2023-01-11 02:30:00,301.28,312.2,1709,34.83,123,Tool Wear,1
LOG_0000487,MCH_L1_02,2023-01-11 03:00:00,299.04,306.23,1440,26.75,132,No Failure,0
LOG_0000488,MCH_L2_05,2023-01-11 03:30:00,296.72,307.76,1542,51.27,3,No Failure,0
LOG_0000489,MCH_L1_01,2023-01-11 04:00:00,300.33,310.51,1635,41.8,55,No Failure,0
LOG_0000490,MCH_L2_03,2023-01-11 04:30:00,298.15,308.89,1564,53.21,79,No Failure,0
LOG_0000491,MCH_L1_01,2023-01-11 05:00:00,301.13,311.14,1516,38.59,209,No Failure,0
LOG_0000492,MCH_L2_04,2023-01-11 05:30:00,301.77,310.29,1540,27.52,191,No Failure,0
LOG_0000493,MCH_L3_01,2023-01-11 06:00:00,298.25,308.73,1560,48.72,44,No Failure,0
LOG_0000494,MCH_L2_01,2023-01-11 06:30:00,299.41,310.43,1535,42.22,187,No Failure,0
LOG_0000495,MCH_L2_02,2023-01-11 07:00:00,300.54,309.97,1498,37.74,147,No Failure,0
LOG_0000496,MCH_L3_03,2023-01-11 07:30:00,296.48,307.27,1588,50.24,52,No Failure,0
LOG_0000497,MCH_L2_05,2023-01-11 08:00:00,300.54,310.9,1489,28.58,72,No Failure,0
LOG_0000498,MCH_L2_02,2023-01-11 08:30:00,296.42,306.96,1381,48.34,15,No Failure,0
LOG_0000499,MCH_L2_05,2023-01-11 09:00:00,301.41,310.38,1747,46.1,226,No Failure,0
LOG_0000500,MCH_L1_03,2023-01-11 09:30:00,298.91,310.45,1605,41.97,92,No Failure,0
LOG_0000501,MCH_L1_02,2023-01-11 10:00:00,296.41,306.77,1390,27.44,112,No Failure,0
LOG_0000502,MCH_L2_04,2023-01-11 10:30:00,298.55,309.55,1470,47.97,29,No Failure,0
LOG_0000503,MCH_L2_03,2023-01-11 11:00:00,298.66,308.19,1431,46.33,19,No Failure,0
LOG_0000504,MCH_L3_03,2023-01-11 11:30:00,302.67,313.85,1440,42.26,105,No Failure,0
LOG_0000505,MCH_L3_02,2023-01-11 12:00:00,300.43,309.92,1604,39.54,213,No Failure,0
LOG_0000506,MCH_L2_05,2023-01-11 12:30:00,297.61,306.54,1460,30.41,86,No Failure,0
LOG_0000507,MCH_L2_02,2023-01-11 13:00:00,304.12,316.25,1729,30.48,179,No Failure,0
LOG_0000508,MCH_L2_04,2023-01-11 13:30:00,301.57,308.72,1287,33.41,35,No Failure,0
LOG_0000509,MCH_L1_04,2023-01-11 14:00:00,299.16,312.75,1496,26.61,21,No Failure,0
LOG_0000510,MCH_L3_03,2023-01-11 14:30:00,296.12,306.96,1340,26.89,128,No Failure,0
LOG_0000511,MCH_L1_04,2023-01-11 15:00:00,298.94,308.56,1539,36.23,20,No Failure,0
LOG_0000512,MCH_L1_01,2023-01-11 15:30:00,299.45,309.84,1553,28.67,175,No Failure,0
LOG_0000513,MCH_L2_03,2023-01-11 16:00:00,300.92,311.76,1607,38.02,234,No Failure,0
